afo_application_number,ai_number,cnmp_received_date,deadline_to_request_hearing,deadline_to_submit_written_comments,farm_address,farm_county,farm_designation,farm_name,latest_cnmp_status_form_received_date,latitude,longitude,nmp_received_date,noi_received_date,number_of_animals,primary_animal_type,public_hearing_date,public_hearing_location,status,conservation_plan_received_date,afo_registered_date,afo_registration_number,coc_received_date
,67207,39869,,,"5634 Onley Rd, Girdletree MD 21829",Worcester,CAFO,JAMES J. SELBY/KEEPING THE FAITH FARM,,38.09388,-75.405743,39869,39869,128000,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0026,
,67138,40340,,,"200 Shady Farm Lane, Centreville MD 21617",Queen Anne's,CAFO,JAMES L. KELBAUGH,,39.098921,-76.080669,40968,39890,104800,Chickens-not laying hens-dry,,,Registered,,41087,2009-CCD-0348,
,132509,40456,,,"1108 Starr Rd, Centreville MD 21617",Queen Anne's,CAFO,JAMES MICHAEL CLOUGH JR. FARM,,38.983883,-76.020261,41815,40483,42000,Chickens-not laying hens-dry,,,Registered,,41900,2010-CCD-0433,
,129378,40303,,,"33918 Rounds Rd, Pittsville MD 21850",Wicomico,CAFO,JAMES O CANDY/ROUNDS ROAD FARM,,38.404526,-75.434462,,40127,61000,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0388,
,68004,40599,,,"32976 Dublin Rd, Princess Anne MD 21853",Somerset,CAFO,JAMES R. BRUMMITT/R & L FARM,,38.15694,-75.608291,39885,39871,105000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0435,
,66740,41383,,,"3171 William Maddox Rd, Crisfield MD 21817",Somerset,CAFO,JAMES RANDY LAIRD,,37.971025,-75.828213,,41169,72000,Chickens-not laying hens-dry,,,Registered,,41577,2009-CCD-0552,
,67884,,,,"6990 Quantico Rd, Hebron MD 21830",Wicomico,CAFO,JAMES RYAN BURTON,,38.387222,-75.730247,,41961,155000,Chickens-not laying hens-dry,,,Registered,,41961,2009-CCD-0234,
,67023,40388,,,"31738 Geib Rd, Cordova MD 21625",Talbot,CAFO,JAMES S. HARRISON/HARRISON'S HAVEN,,38.853403,-75.959213,39885,39870,96000,Chickens-not laying hens-dry,,,Registered,,40798,2009-CCD-0082,
,130380,40374,,,"5926 Eldorado-Federalsburg Rd, Rhodesdale MD 21659",Dorchester,CAFO,JAMES W. PHILLIPS III/THIZ IZ IT FARM,,38.593935,-75.784817,40240,40240,60000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0068,
,66862,39912,,,"5517 Hawkeye Rd, East New Market MD 21631",Dorchester,CAFO,"JAMES W. PHILLIPS, JR./PAIGES CHICKS, GLUCKHIEM FARM & NANA'S & TANNER'S NEST",,38.561429,-75.920135,41429,39912,147000,Chickens-not laying hens-dry,,,Registered,,41533,2009-CCD-0366,
,67986,40667,,,"6705 Elmo Dryden Rd, Westover MD 21871",Somerset,CAFO,JASON DRYDEN FARMS INC./POP POP ELMO FARM,,38.064424,-75.659201,39878,39878,180000,Chickens-not laying hens-dry,,,Registered,,40387,2009-CCD-0015,
,67209,40583,,,"2018 Boston Rd, Pocomoke City MD 21851",Worcester,CAFO,JASON LAMBERTSON/AMEN CORNER/MILLENNIUM/DIANE LAMBERTSON FARMS,,38.063111,-75.504133,39890,39890,179000,Chickens-not laying hens-dry,,,Registered,,41416,2009-CCD-0349,
,67136,40798,,,"720 Hall Rd, Sudlersville MD 21668",Queen Anne's,CAFO,JASON LARRY SHEUBROOKS/JACA FARM,,39.141286,-75.936107,40361,39871,71800,Chickens-not laying hens-dry,,,Registered,,41270,2009-CCD-0183,
,139686,41876,,,"710 Brick School House Rd, Centreville MD 216172535",Queen Anne's,CAFO,JAY A KINNAMON,,39.095349, -76.020687,41876,41452,85000,Chickens-not laying hens-dry,,,Registered,,41940,2013-CCD-0680,
,132222,41271,,,"5324 Rhodesdale Vienna Rd, Vienna MD 21869",Dorchester,MAFO,JB & BRAD MURPHY/BELLVIEW FARM (PROPOSED),,38.549279,-75.828812,40499,40449,252000,Chickens-not laying hens-dry,,,Registered,,40809,2010-MCD-0572,
,66982,41521,,,"6605 Old Westover Rd, Westover MD 21871",Somerset,CAFO,JEFF HOWARD/ROCKY ACRES,,38.062553,-75.701683,,41163,82000,Chickens-not laying hens-dry,,,Registered,,41754,2009-CCD-0012A,
,66703,40357,,,"5280 Whittington Rd, Marion MD 21838",Somerset,CAFO,JEFF TRUITT/BET-HARD FARM,,38.026733,-75.738173,,39876,65000,Chickens-not laying hens-dry,,,Registered,,41533,2009-CCD-0544,
,67431,40479,,,"4425 Blink Horn Rd, Hurlock MD 21643",Dorchester,MAFO,JEFFREY BLANNER/VIC'S CHIX,,38.656838,-75.885564,,39961,66000,Chickens-not laying hens-dry,,,Registered,,41614,2009-MCD-0562,
,66518,40966,,,"1136 Dudley Corners Rd, Millington MD 21651",Kent,CAFO,JENNIFER J. KUNES/CHICK-A-DEE-DOO-DAH,,39.211835,-75.90797,39885,39885,70000,Chickens-not laying hens-dry,,,Registered,,41131,2009-CCD-0342,
,130469,41631,,,"3680 Worcester Hwy, Snow Hill MD 21863",Worcester,CAFO,JERRY LAMBERTSON FARM,,38.139664, -75.423281,,41150,85000,Chickens-not laying hens-dry,,,Registered,,41740,2012-CCD-0502,
,67179,41631,,,"4735 Owl Hollow Lane, Pocomoke City MD 21851",Worcester,CAFO,JERRY LAMBERTSON/B & B FARM,,38.083419,-75.440801,,41150,77200,Chickens-not laying hens-dry,,,Registered,,41740,2009-CCD-0503,
,66934,40758,,,"6050 Dion Rd, Federalsburg MD 21632",Caroline,CAFO,"JESTER FARMS, LLC",,38.771455,-75.757722,40441,39875,152900,Chickens-not laying hens-dry,,,Registered,,40960,2009-CCD-0269,
,67880,40784,,,"32061 Melson Rd, Delmar MD 21875",Wicomico,CAFO,JIN KAHNG LEE/J.K. FARM,,38.441963,-75.500484,,39870,75000,Chickens-not laying hens-dry,,,Registered,,40977,2009-CCD-0148,
,67916,40897,,,"5813 Forest Grove Rd, Parsonsburg MD 21849",Wicomico,CAFO,JIN S. HEO/MATTHEW FARM,,38.351384,-75.466779,,39874,110000,Chickens-not laying hens-dry,,,Registered,,41005,2009-CCD-0229,
,130641,40868,,,"2535 Lakesville Crapo Rd, Crapo MD 21626",Dorchester,CAFO,JIN YONG KIM/JOON'S FARM,,38.320129,-76.119704,,40248,45000,Chickens-not laying hens-dry,,,Registered,,41075,2010-CCD-0401,
,66755,40753,,,"32552 West Post Office Rd, Princess Anne MD 21853",Somerset,CAFO,"JO AND E ENTERPRISES, INC./MAGNOLIA MEADOWS",,38.222447,-75.585586,39885,39885,173000,Chickens-not laying hens-dry,,,Registered,,41726,2009-CCD-0343,
,66968,40198,,,"6546 Eldorado Rd, Federalsburg MD 21632",Caroline,CAFO,JOHN & ALISON TAYLOR/BRADLEY'S MEADOW,,38.648732,-75.768297,39874,39874,54400,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0035,
,66542,40540,,,"184 Stowman Farm Lane, Queen Anne MD 21617",Queen Anne's,CAFO,JOHN CANNON/STOWMAN FARM,,39.087619,-76.056327,39897,39876,129000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0067,
,133256,,,,"6028 Lone Pine Rd, Rhodesdale MD 21659",Dorchester,COC,JOHN KEVIN BRADLEY/JAMES PAYNE FARM,,38.604319,-75.740018,,41183,,,,,Certification of Conformance (See AFO Webpage),,,2012-AFO-0574,41183
,66955,41239,,,"11711 Duddley Chance Rd, Galena MD 21635",Kent,CAFO,JOHN LOUIS CHANCE & B & L FARM,,39.299687,-75.864579,39870,39870,57000,Chickens-not laying hens-dry,,,Registered,,41362,2009-CCD-0139,
,66967,41642,,,"4825 Maple Dam Rd, Cambridge MD 21613",Dorchester,CAFO,JOHN LUTHY/BIG PECKERS/RED ROOST,,38.508581,-76.082417,41793,41796,240000,Chickens-not laying hens-dry,,,Registered,,41838,2014-CCD-0504,
,67220,40259,,,"1826 Colona Rd, Pocomoke City MD 21851",Worcester,CAFO,JOHN P. KELLY/PEBBLE BRANCH/OFF OX/WAGRAMS FARMS,,38.004538,-75.570283,,39892,242000,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0036,
,66541,39905,,,"201Carville Lane, Centreville MD 21617",Queen Anne's,CAFO,JOHN SCOTT DULIN/S&K FARM,,39.041495,-76.001433,41492,39868,120000,Chickens-not laying hens-dry,,,Registered,,41565,2009-CCD-0116,
,68145,41297,,,"28938 River Rd, Millington MD 21651",Kent,CAFO,JONAS STOLTZFUS- WINDHILL FARM,,39.260096,-75.962882,,39968,135000,Chickens-not laying hens-dry,,,Registered,,41423,2009-CCD-0371,
,67095,40445,,,"34756 Casher Wells Rd, Pittsville MD 21850",Wicomico,CAFO,JONG KIL WON/HALLELUJAH FARM,,38.405311,-75.405704,39882,39869,120000,Chickens-not laying hens-dry,,,Registered,,40830,2009-CCD-0124,
,67182,41313,,,"4753 Big Mill Rd, Stockton MD 21864",Worcester,CAFO,JOSEPH E. CHISHOLM JR./BIG MILL POND FARM,,38.020328,-75.455061,,41313,65400,Chickens-not laying hens-dry,,,Registered,,41409,2013-CCD-0547,
,67134,40443,,,"5704 Massey Crossing Rd, Willards MD 21874",Wicomico,CAFO,JUNG RAK PARK/PARK'S FARM,,38.346446,-75.336138,39869,39869,74000,Chickens-not laying hens-dry,,,Registered,,40812,2009-CCD-0125,
,67046,40758,,,"34767 Tingle Rd, Pittsville MD 21850",Wicomico,CAFO,KAREN WHITE BAILEY/FRANK BAILEY FARM,,38.432958,-75.404538,39874,39874,49000,Chickens-not laying hens-dry,,,Registered,,40827,2009-CCD-0232,
,67792,41568,,,"35318 Wango Rd, Pittsville MD 21850",Wicomico,CAFO,KATHRYN M. LE FARM,,38.323372,-75.390915,,41568,183000,Chickens-not laying hens-dry,,,Registered,,41632,2013-CCD-0184,
,141866,41911,,,"10131 Arden Station Rd, Princess Anne MD 21853",Somerset,CAFO,KATHY A. GREEN/FULTON ACRES FARM,,38.159172,-75.665758,,41578,79800,Chickens-not laying hens-dry,,,Registered,,41960,2013-CCD-0674,
,67890,41277,,,"8276 Ironshire Rd, Berlin MD 21811",Worcester,CAFO,KEITH LITTLETON/K & M FARM,,38.31575,-75.295509,,39925,72000,Chickens-not laying hens-dry,,,Registered,,41711,2009-CCD-0561,
,66743,40647,,,"29326 Revells Neck Rd, Westover MD 21871",Somerset,CAFO,"KEN BLEVINS FARM, INC",,38.14956,-75.737151,39875,39875,136000,Chickens-not laying hens-dry,,,Registered,,41166,2009-CCD-0270,
,67960,40865,,,"8161 Libertytown Rd, Berlin MD 21811",Worcester,CAFO,KEN LITTLETON JR./PLUM CRAZY/ GONE NUTS/ DINKY PLACE,,38.32703,-75.293916,39990,39882,265000,Chickens-not laying hens-dry,,,Registered,,41131,2009-CCD-0555,
,67892,41347,,,"5756 American Corner Rd, Federalsburg MD 21632",Caroline,CAFO,KENNETH FISHELL JR.,,38.765511,-75.820636,41347,41347,55000,Chickens-not laying hens-dry,,,Registered,,41851,2013-CCD-0553,
,130043,41619,,,"26100 Auction Rd, Federalsburg MD 21632",Caroline,CAFO,KENNETH H. FISHELL SR.,,38.75671,-75.798428,,41289,60000,Chickens-not laying hens-dry,,,Registered,,41851,2010-CCD-0566,
,66833,40038,,,"25999 Auction Rd, Federalsburg MD 21632",Caroline,CAFO,KEVIN RUSSELL FISHELL/K-RUSS FARM,,38.759073,-75.80501,41772,40192,64000,Chickens-not laying hens-dry,,,Registered,,41820,2009-CCD-0515,
,99542,41681,,,"8855 Ironshire Station Rd, Berlin MD 21811",Worcester,CAFO,KIJAE KIM / KIM FARM (NEW CONSTRUCTION),,38.299344, -75.263214,,41527,106000,Chickens-not laying hens-dry,,,Registered,,41750,2013-CCD-0667,
,23560,40354,,,"795 Fire Tower Rd, Colora MD 21917",Cecil,CAFO,"KILBYS, INC.",,39.659004,-76.085731,,40354,600,Dairy Cattle,,,Registered,,41554,2010-CDC-0413,
,133508,41527,,,"11045 Harry Riggin Rd, Princess Anne MD 21853",Somerset,CAFO,KIMBERLY G. HORST/GREENWOOD ACRES FARM,,38.183029,-75.553533,,41408,96300,Chickens-not laying hens-dry,,,Registered,,41634,2013-CCD-0462,
,67228,40574,,,"2638 Payne Rd, Pocomoke City MD 21851",Worcester,CAFO,KIMBERLY PRUITT/PRUITT FARM,,38.015508,-75.532075,39861,39861,118400,Chickens-not laying hens-dry,,,Registered,,40882,2009-CCD-0087,
,139265,41698,,,"32221 Perryhawkin Rd, Princess Anne MD 21853",Somerset,CAFO,KINGSWOOD FARM INC./KATHCARR FARM,,38.186292, -75.640911,41015,41186,54000,Chickens-not laying hens-dry,,,Registered,,41942,2012-CCD-0688,
,66773,41698,,,"33091 Perryhawkin Rd, Princess Anne MD 21853",Somerset,CAFO,KINGSWOOD FARM INC./MIKE KING FARM,,38.175545,-75.599703,41015,41186,48000,Chickens-not laying hens-dry,,,Registered,,41942,2012-CCD-0532,
,67189,40739,,,"6083 Snow Hill Rd, Snow Hill MD 21863",Worcester,CAFO,KIRK CARMEAN FARM,,38.205117,-75.435731,39869,39869,76000,Chickens-not laying hens-dry,,,Registered,,41249,2009-CCD-0126,
,68151,40653,,,"8239 Newark Rd, Newark MD 21841",Worcester,CAFO,KUNWOO LEE FARM,,38.24821,-75.298538,,39874,107300,Chickens-not laying hens-dry,,,Registered,,41844,2009-CCD-0233,
,66949,41631,,,"4969 Howard Rd, Federalsburg MD 21632",Caroline,CAFO,"KWW, LLC/GARFIELD R. WATSON/JACK RABBIT",,38.743367,-75.797666,,41408,92000,Chickens-not laying hens-dry,,,Registered,,41590,2013-CCD-0047,
,99372,41330,,,"27618 Substation Rd, Denton MD 21629",Caroline,CAFO,LANCE E. BROWN / LANCE BROWN FARM,,38.844528,-75.741198,,41289,126000,Chickens-not laying hens-dry,,,Registered,,41439,2013-CCD-0645,
,67927,41648,,,"31831 Peggy Neck Rd, Eden MD 21822",Somerset,CAFO,LARRY JOHNSTON/MILLPOINT FARM,,38.254957,-75.64878,40451,39870,257000,Chickens-not laying hens-dry,,,Registered,,41844,2009-CCD-0155,
,130810,40792,,,"3990 Laurel Grove Road, Federalsburg MD 21632",Caroline,CAFO,LARRY NAGEL FARM,,38.715817,-75.806562,40273,40273,41000,Chickens-not laying hens-dry,,,Registered,,40907,2010-CCD-0404,
,68668,41754,,,"2622 Bunting Rd, Pocomoke City MD 21851",Worcester,CAFO,"LARRY STERLING/BUNTING FARM, BIG BOY FARM, LARRY STERLING FARM, POPS FARM",,38.010283,-75.535873,39864,39864,340000,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0019,
,68728,40578,,,"35094 Wango Rd, Pittsville MD 21850",Wicomico,CAFO,LAWRENCE A. LEMBECK/FAWN FARM,,38.317294,-75.396484,40059,40059,77000,Chickens-not laying hens-dry,,,Registered,,40905,2009-CCD-0377,
,67001,41645,,,"32071 Mitchell Rd, Princess Anne MD 21853",Somerset,CAFO,LAWRENCE C THOMAS INC,,38.154498, -75.638347,39876,40381,41600,Chickens-not laying hens-dry,,,Registered,,41851,2009-CCD-0417,
,66842,40441,,,"28268 Bridgeville Rd, Federalsburg MD 21632",Caroline,CAFO,LAWRENCE JOHNSON,,38.70538,-75.727426,41711,39891,50000,Chickens-not laying hens-dry,,,Registered,,41218,2009-CCD-0346,
,67055,39898,,,"35579 Poplar Neck Rd, Willards MD 21874",Wicomico,CAFO,LEE RICHARDSON/BLIZZARD & RAILROAD FARM,,38.39981,-75.378213,41025,39875,179600,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0272,
,132767,41383,,,"28155 Comegys Rd, Kennedyville MD 21645",Kent,CAFO,LELAND R. TROYER,,39.287619,-75.995884,41039,40515,60000,Chickens-not laying hens-dry,,,Registered,,41442,2010-CCD-0440,
,66752,41183,,,"5970 Landon Store Rd, Marion MD 21838",Somerset,CAFO,LEONARD HOWARD,,38.046279,-75.74333,,39869,42800,Chickens-not laying hens-dry,,,Registered,,41632,2009-CCD-0488,
,23562,40196,,,"12667 Massey Rd, Massey MD 21650",Kent,CAFO,"LESTER C. JONES & SONS, INC.",,39.320637,-75.808707,40597,40196,2600,Dairy Cattle,,,Registered,,40771,2010-CDC-0397,
,134832,41592,,,"23156 Royal Oak Rd, Quantico MD 21856",Wicomico,CAFO,LEWRENZA BYRD/ROYAL OAK FARM,,38.354513,-75.812028,40732,40732,44400,Chickens-not laying hens-dry,,,Registered,,41936,2011-CCD-0474,
,67935,41731,,,"32310 Dublin Rd, Princess Anne MD 21853",Somerset,CAFO,LINH TRAN FARM,,38.162319,-75.635255,,41408,299800,Chickens-not laying hens-dry,,,Registered,,41820,2013-CCD-0681,
,66832,40413,,,"4042 Smithville Rd, Federalsburg MD 21632",Caroline,CAFO,"LLOYD A. GAUGLER, INC.",,38.71874,-75.773065,41207,39875,50000,Chickens-not laying hens-dry,,,Registered,,40658,2009-CCD-0273,
,37289,41710,,,"11069 Knife Box Rd, Denton MD 21629",Caroline,CAFO,LOHMEYER GREENHOUSES LLC (NEW CONSTRUCTION),,38.91392,-75.742676,,41515,35400,Chickens-not laying hens-dry,,,Registered,,41820,2013-CCD-0666,
,66834,40501,,,"11169 Knife Box Rd, Denton MD 21629",Caroline,CAFO,LOHMEYER'S FARM INC,,38.914183,-75.743906,41143,39869,49400,Chickens-not laying hens-dry,,,Registered,,40746,2009-CCD-0080,
,67114,41599,,,"32579 Longridge Rd, Parsonsburg MD 21849",Wicomico,CAFO,"LONGRIDGE FARM, LLC",,38.36638,-75.483473,39874,39874,50000,Chickens-not laying hens-dry,,,Registered,,41166,2009-CCD-0235,
,67148,40704,,,"5825 Cokesbury Rd, Galestown MD 21659",Dorchester,CAFO,LOYAL PURPOSE FARMS,,38.60554,-75.733861,41005,39883,43400,Chickens-not laying hens-dry,,,Registered,,41127,2009-MCD-0335,
,67118,41807,,,"34802 Mt. Hermon Rd, Pittsville MD 21850",Wicomico,CAFO,M T MARSHALL FARM,,38.164971,-75.718648,39870,39870,120000,Chickens-not laying hens-dry,,,Registered,,40905,2009-CCD-0171,
,67244,,,,"10460 Stewart Neck Rd, Princess Anne MD 21853",Somerset,COC,M. RAWLINGS NELSON JR. INC./BUNKY NELSON FARM,,38.173986, -75.724798,41736,41185,,,,,Certification of Conformance (See AFO Webpage),,,2012-AFO-0512,41185
,68588,41502,,,"10373 Stewart Neck Rd, Princess Anne MD 21853",Somerset,CAFO,M. RAWLINGS NELSON JR. INC./RAWLINGS NELSON FARM,,38.331849,-75.406988,41502,41325,53000,Chickens-not laying hens-dry,,,Registered,,41697,2013-CCD-0517,
,67226,41754,,,"2700 Klej Grange Rd, Pocomoke City MD 21851",Worcester,CAFO,MAHE FARM/MOHAMMAD NASIR,,38.094807,-75.459562,,41753,217000,Chickens-not laying hens-dry,,,Registered,,41761,2009-CCD-0062,
,66790,40792,,,"5890 Harmony Rd, Preston MD 21655",Caroline,CAFO,MAJID AROOM/CASPIAN AND WYNNE FARMS,,38.769001,-75.882014,41619,39870,106800,Chickens-not laying hens-dry,,,Registered,,40899,2009-CCD-0149,
,66528,40431,,,"7404 Sudlersville Rd, Sudlersville MD 21668",Queen Anne's,CAFO,"MAR DEL VIEW FARMS, LLC",,39.196379,-75.757555,41247,39870,43400,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0150,
,67185,40402,,,"7420 McCabes Corner Rd, Snow Hill MD 21863",Worcester,CAFO,MARBURY W. PERDUE III/BORROWED FROM GOD,,38.143274,-75.327625,41473,39870,146000,Chickens-not laying hens-dry,,,Registered,,41523,2009-CCD-0151,
,66522,41108,,,"326 Charles I Boyle Rd, Queen Anne MD 21657",Queen Anne's,CAFO,MARGARET G. BOYLE/HEMSLEY PARK AND PB & J FARMS,,38.94674,-76.016267,39874,41109,134000,Chickens-not laying hens-dry,,,Registered,,41614,2009-CCD-0205,
,129695,40339,,,"9405 Rum Ridge Rd, Delmar MD 21875",Wicomico,CAFO,MARGARET WHEELER FARM,,38.449972,-75.511298,40155,40155,40000,Chickens-not laying hens-dry,,,Registered,,40695,2009-CCD-0072,
,131172,40672,,,"36554 Purnell Crossing Rd, Willards MD 21874",Wicomico,CAFO,"MARGO'S FAMILY FARM, LLC",,38.333582,-75.347412,,40343,41800,Chickens-not laying hens-dry,,,Registered,,41533,2010-CCD-0411,
,67215,40653,,,"5986 Snow Hill Rd, Snow Hill MD 21863",Worcester,CAFO,"MAR-HOLLOW FARMS, INC",,38.205278,-75.435588,41065,39877,110000,Chickens-not laying hens-dry,,,Registered,,41794,2009-CCD-0311,
,66687,41121,,,"12300 Palmetto Church Rd, Princess Anne MD 21853",Somerset,CAFO,MARIA TRAN,,38.214512,-75.649492,,41096,170000,Chickens-not laying hens-dry,,,Registered,,41173,2012-CCD-0322,
,67162,40358,,,"6026 Cokesbury Rd, Rhodesdale MD 21659",Dorchester,CAFO,MARIO M. ROSALES/RBG 1 FARM,,38.624099,-75.724573,40840,39877,65000,Chickens-not laying hens-dry,,,Registered,,40764,2009-CCD-0312,
,133820,40771,,,"851 Bridgetown Rd, Henderson MD 21640",Caroline,CAFO,MARK ECK/DAD'S FARM,,39.056315,-75.888758,40312,40312,70000,Chickens-not laying hens-dry,,,Registered,,41040,2010-CCD-0408,
,130943,40771,,,"450 Ell Morris Rd, Henderson MD 21640",Caroline,CAFO,MARK ECK/ECK FARM,,39.083391,-75.853243,40312,40312,108000,Chickens-not laying hens-dry,,,Registered,,41040,2010-CCD-0409,
,66695,40624,,,"1924 New Bridge Rd, Pocomoke City MD 21851",Worcester,CAFO,MARK HOLLAND/HOME & SHAY FARMS,,38.01706,-75.565873,40448,40189,122000,Chickens-not laying hens-dry,,,Registered,,41089,2010-CCD-0393,
,66848,40612,,,"6351 Jones Corner Rd, Denton MD 21629",Caroline,CAFO,MARK MONATH/MARK & BRENDA MONATH,,38.781207,-75.810934,41086,39870,167400,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0152,
,67028,39882,,,"11089 Kitty's Corner's Rd, Cordova MD 21625",Talbot,CAFO,MARK R SUMP FARM,,38.452293,-75.48731,39882,39882,90000,Chickens-not laying hens-dry,,,Registered,,40445,2009-CCD-0020,
,67944,41221,,,"32403 East Line Rd, Delmar MD 21875",Wicomico,CAFO,MARK R. SHOCKLEY/PEPPER BOX FARM,,38.855571,-75.985239,41221,39876,58000,Chickens-not laying hens-dry,,,Registered,,41666,2009-CCD-0293,
,67197,40904,,,"10821 St. Matin Neck Rd, Bishopville MD 21813",Worcester,CAFO,MARK S DREW/ MITCHELL A DREW,,38.92118,-75.89962,39911,39869,93000,Chickens-not laying hens-dry,,,Registered,,41166,2009-CCD-0127,
,66789,41001,,,"23204 Shore Hwy, Denton MD 21629",Caroline,CAFO,MARK S. CALLAHAN,,38.438716,-75.184345,41431,39878,68000,Chickens-not laying hens-dry,,,Registered,,41697,2009-CCD-0320,
,67188,41354,,,"10788 Three Bridge Branch Rd, Cordova MD 21625",Talbot,CAFO,MARK SUMP/POPULAR LEVEL FARM,,38.845359,-76.013558,,41523,56000,Chickens-not laying hens-dry,,,Registered,,41558,2009-CCD-0078,
,66795,41765,,,"4288 Laurel Grove Rd, Federalsburg MD 21632",Caroline,CAFO,MARTIN CHEESMAN,,38.724534,-75.811874,,41185,47000,Chickens-not laying hens-dry,,,Registered,,41872,2012-CCD-0516,
,66844,39877,,,"13256 Kibler Rd, Greensboro MD 21639",Caroline,CAFO,"MARTIN E. COLLISON, JR./ MARZEL FARM",,38.972153,-75.770786,39877,39877,168000,Chickens-not laying hens-dry,,,Registered,,41414,2009-CCD-0313,
,132850,40511,,,"33210 Perryhawkin Rd, Princess Anne MD 21853",Somerset,CAFO,MARTIN VITELLI/KNEW FARM,,38.175526,-75.599794,,40528,175000,Chickens-not laying hens-dry,,,Registered,,41138,2010-CCD-0444,
,68730,40584,,,"8911 Marshall Creek Rd, Newark MD 21841",Worcester,CAFO,MARVIN STEPHENS/STEPHENS AND C & J FARM,,38.243976,-75.26971,,39874,115000,Chickens-not laying hens-dry,,,Registered,,41549,2009-CCD-0236,
,130957,40987,,,"309 Cosden Rd, Barclay MD 21607",Queen Anne's,MAFO,MARY JO MOTIER,,39.154364,-75.877811,,40310,49000,Chickens-not laying hens-dry,,,Registered,,41214,2010-MCD-0567,
,23566,41141,,,"Bullfrog Rd @ Mason Dixon Rd, Emmitsburg MD 21727",Frederick,CAFO,"MASON DIXON FARMS, INC",,39.721464,-77.259911,41694,40399,2643,Dairy Cattle,,,Registered,,41302,2010-CDC-0418,
,67212,41915,,,"8004 Old Ocean City Rd, Whaleyville MD 21872",Worcester,CAFO,MATT LAYFIELD / DENNIS FARM,,38.391406,-75.297565,41915,39870,38300,Chickens-not laying hens-dry,,,Registered,,41960,2009-CCD-0153,
,32240,39980,,,"3901-B Hawks Hill Rd, New Windsor MD 21776",Carroll,CAFO,MATTHEW HOFF/COLDSPRINGS FARMS,,39.534433,-77.135751,39980,39308,1850,Dairy Cattle,,,Registered,,40478,2009-CCD-0028,
,131410,41479,,,"5585 Nagel Road, Federalsburg MD 21632",Caroline,CAFO,MATTHEW PAUL MANSHIP/FOG HORN LEG HORN FARM,,38.760972,-75.854316,,41355,67200,Chickens-not laying hens-dry,,,Registered,,41547,2013-CCD-0414,
,66991,40589,,,"6402 George Riggin Rd, Westover MD 21871",Somerset,CAFO,MAX STUCKEY FARM,,38.057186,-75.678822,,39869,82000,Chickens-not laying hens-dry,,,Registered,,41416,2009-CCD-0655,
,103351,41885,,,"5679 Powellville Rd, Willards MD 21850",Wicomico,CAFO,MICHAEL C. ZIDANIC/ZIDANIC FARM,,38.345997,-75.365365,,41380,53800,Chickens-not laying hens-dry,,,Registered,,41943,2013-CCD-0652,
,66933,40436,,,"26365 Line Rd, Denton MD 21629",Caroline,CAFO,MICHAEL REUWER/REUWER'S ROOST/EMPTY POCKETS,,38.820238,-75.793045,39888,39888,86000,Chickens-not laying hens-dry,,,Registered,,39888,2009-CCD-0347,
,67116,41813,,,"8355 Ironshire Station Rd, Berlin MD 21811",Worcester,CAFO,MICHELLE LITTLETON/KOBY'S ACRES,,38.309459,-75.282511,41379,41379,89000,Chickens-not laying hens-dry,,,Registered,,41936,2013-CCD-0102,
,67141,40276,,,"8128 Green Lewis Rd, Willards MD 21874",Wicomico,CAFO,MICHELLE PROTANI-CHESNIK/PURGATORY FARM,,38.412623,-75.333033,39867,39867,82000,Chickens-not laying hens-dry,,,Registered,,40588,2009-CCD-0041,
,67196,40954,,,"6679 Worchester Hwy, Newark MD 21841",Worcester,CAFO,MIKE & NANCY DONOWAY FARM,,38.236634,-75.316389,39899,39874,59400,Chickens-not laying hens-dry,,,Registered,,41543,2009-CCD-0239,
,67135,40388,,,"30688 Zion Rd, Salisbury MD 21804",Wicomico,CAFO,MILDRED M. PARKER/WESLEY PARKER FARM,,38.39868,-75.548401,39869,39869,50000,Chickens-not laying hens-dry,,,Registered,,40815,2009-CCD-0128,
,67826,40521,,,"11207 St. Martins Neck Rd, Bishopville MD 21813",Worcester,CAFO,MILTON LEE WEST,,38.42619,-75.170607,39882,39882,73000,Chickens-not laying hens-dry,,,Registered,,41634,2009-CCD-0327,
,67904,40568,,,"10955 Saint Martins Neck Rd, Bishopville MD 21813",Worcester,CAFO,MILTON LEE WEST JR./MILTON LEE WEST FARM,,38.423138,-75.157908,40450,39881,240000,Chickens-not laying hens-dry,,,Registered,,41485,2009-CCD-0323,
,66666,40270,,,"3647 Payne Rd, Pocomoke City MD 21851",Worcester,CAFO,MIN DO/CHANCE AND CRITCHER AND SKYLAR FARM,,38.008097,-75.496588,39875,39875,158000,Chickens-not laying hens-dry,,,Registered,,40623,2009-CCD-0049,
